node1	node2
YDR363W	YLR154C
YDR363W	YLR235C
YDR363W	YLR373C
YDR363W	YLR374C
YDR363W	YML128C
YDR363W	YMR080C
YDR363W	YMR190C
YDR363W	YNL072W
YDR363W	YNL106C
YDR363W	YNL218W
YDR363W	YOL006C
YDR363W	YOR076C
YDR363W	YOR123C
YDR363W	YOR191W
YDR363W	YOR243C
YDR363W	YPL024W
YDR363W	YPL057C
YDR363W	YPL079W
YDR363W-A	YER008C
YDR363W-A	YGL233W
YDR363W-A	YLR166C
YDR363W-A	YPL029W
YDR363W-A	YPR055W
YDR364C	YDR416W
YDR364C	YGR006W
YDR364C	YKR086W
YDR364C	YLR117C
YDR365C	YMR296C
YDR369C	YMR224C
YDR370C	YFL049W
YDR371W	YIR038C
YDR372C	YJL053W
YDR372C	YLR352W
YDR373W	YNL267W
YDR373W	YOR136W
YDR376W	YIR024C
YDR377W	YPL078C
YDR378C	YER112W
YDR378C	YER146W
YDR378C	YGL173C
YDR378C	YGL251C
YDR378C	YJL124C
YDR378C	YJL139C
YDR378C	YJR022W
YDR378C	YLR053C
YDR378C	YLR275W
YDR378C	YLR438C-A
YDR378C	YMR221C
YDR378C	YMR268C
YDR378C	YNL147W
YDR378C	YOL149W
YDR378C	YOR320C
YDR379W	YGR152C
YDR379W	YLR229C
YDR380W	YDR038C
YDR380W	YOR382W
YDR382W	YBR006W
YDR382W	YFL039C
YDR383C	YLR315W
YDR385W	YFR051C
YDR385W	YOR133W
YDR386W	YKL113C
YDR386W	YLR234W
YDR386W	YLR235C
YDR386W	YLR373C
YDR386W	YMR190C
YDR386W	YOR144C
YDR386W	YPL024W
YDR386W	YPL108W
YDR386W	YPR119W
YDR388W	YAL013W
YDR388W	YBR015C
YDR388W	YBR095C
YDR388W	YBR126C
YDR388W	YBR255W
YDR388W	YDL117W
YDR388W	YDR245W
YDR388W	YDR310C
YDR388W	YEL003W
YDR388W	YEL031W
YDR388W	YER111C
YDR388W	YFL039C
YDR388W	YGL084C
YDR388W	YGR078C
YDR388W	YGR268C
YDR388W	YHR016C
YDR388W	YHR030C
YDR388W	YHR142W
YDR388W	YIL034C
YDR388W	YIL084C
YDR388W	YIR003W
YDR388W	YJL020C
YDR388W	YJL095W
YDR388W	YJL099W
YDR388W	YJR075W
YDR388W	YJR083C
YDR388W	YKL007W
YDR388W	YKL204W
YDR388W	YKL213C
YDR388W	YLR087C
YDR388W	YLR110C
YDR388W	YLR111W
YDR388W	YLR144C
YDR388W	YLR200W
YDR388W	YLR268W
YDR388W	YLR330W
YDR388W	YML094W
YDR388W	YMR109W
YDR388W	YMR192W
YDR388W	YMR263W
YDR388W	YNL084C
YDR388W	YNL086W
YDR388W	YNL094W
YDR388W	YNL097C
YDR388W	YNL138W
YDR388W	YNL153C
YDR388W	YNL233W
YDR388W	YNL243W
YDR388W	YNL298W
YDR388W	YNL322C
YDR388W	YOL004W
YDR388W	YOR089C
YDR388W	YOR181W
YDR388W	YOR216C
YDR388W	YOR284W
YDR388W	YPL050C
YDR388W	YPR171W
YDR389W	YFL039C
YDR389W	YGR074W
YDR389W	YMR200W
YDR389W	YPR165W
YDR390C	YGR048W
YDR390C	YKR002W
YDR390C	YPR180W
YDR392W	YDR448W
YDR392W	YER148W
YDR392W	YGL112C
YDR392W	YGR252W
YDR392W	YHR099W
YDR392W	YKL058W
YDR392W	YLR055C
YDR392W	YMR236W
YDR392W	YOL148C
YDR392W	YOR194C
YDR392W	YPL082C
YDR392W	YPL254W
YDR394W	YGR232W
YDR394W	YOR117W
YDR394W	YOR259C
YDR395W	YIL115C
YDR395W	YJL041W
YDR395W	YOL070C
YDR395W	YOL127W
YDR395W	YOR098C
YDR397C	YER159C
YDR398W	YBL092W
YDR398W	YMR093W
YDR403W	YKR053C
YDR404C	YJL140W
YDR407C	YDR472W
YDR407C	YGR166W
YDR407C	YKR068C
YDR407C	YML077W
YDR407C	YMR218C
YDR407C	YOR115C
YDR408C	YGL127C
YDR408C	YOR174W
YDR412W	YER133W
YDR412W	YPR119W
YDR415C	YDL100C
YDR415C	YJR089W
YDR416W	YGR129W
YDR416W	YJR050W
YDR416W	YKL095W
YDR420W	YDR245W
YDR420W	YDR440W
YDR420W	YFR036W
YDR420W	YGL200C
YDR420W	YGR159C
YDR420W	YJL095W
YDR420W	YKL041W
YDR420W	YMR060C
YDR420W	YMR089C
YDR420W	YMR123W
YDR420W	YNL064C
YDR420W	YNL171C
YDR420W	YOL023W
YDR420W	YOR141C
YDR420W	YOR375C
YDR420W	YPL161C
YDR422C	YDR477W
YDR422C	YER029C
YDR422C	YGL115W
YDR424C	YEL003W
YDR424C	YEL061C
YDR424C	YER016W
YDR424C	YGL124C
YDR424C	YGL216W
YDR424C	YGL217C
YDR424C	YGR078C
YDR424C	YIL034C
YDR424C	YLR200W
YDR424C	YML094W
YDR424C	YNL153C
YDR424C	YNL271C
YDR424C	YOR349W
YDR424C	YPL269W
YDR425W	YGL161C
YDR425W	YGL198W
YDR425W	YGR172C
YDR425W	YJL036W
YDR425W	YJR110W
YDR425W	YKR014C
YDR427W	YNR059W
YDR429C	YFL017C
YDR429C	YMR146C
YDR429C	YOR361C
YDR429C	YPL105C
YDR431W	YDL100C
YDR432W	YOR160W
YDR433W	YNL116W
YDR441C	YDR084C
YDR441C	YML022W
YDR442W	YDR084C
YDR445C	YER071C
YDR446W	YDR510W
YDR448W	YER148W
YDR448W	YGL112C
YDR448W	YGR252W
YDR448W	YHR099W
YDR448W	YLR055C
YDR448W	YMR236W
YDR448W	YOL148C
YDR448W	YPL254W
YDR450W	YOL149W
YDR464W	YNL135C
YDR464W	YNL216W
YDR465C	YBR217W
YDR465C	YJR021C
YDR468C	YGR172C
YDR468C	YKL196C
YDR468C	YMR197C
YDR468C	YNL044W
YDR468C	YOL018C
YDR468C	YOR036W
YDR469W	YHR060W
YDR469W	YLR015W
YDR469W	YLR432W
YDR472W	YGR166W
YDR472W	YKR068C
YDR472W	YML077W
YDR472W	YMR218C
YDR472W	YOR115C
YDR473C	YLR423C
YDR473C	YPL031C
YDR473C	YPR178W
YDR477W	YDR043C
YDR477W	YER027C
YDR477W	YER161C
YDR477W	YGL115W
YDR477W	YGL208W
YDR477W	YJL089W
YDR477W	YMR140W
YDR477W	YMR273C
YDR477W	YNL218W
YDR477W	YNL257C
YDR477W	YOR038C
YDR478W	YNL221C
YDR479C	YLR324W
YDR480W	YGR040W
YDR480W	YHR039C
YDR480W	YHR084W
YDR480W	YPL049C
YDR482C	YGL028C
YDR482C	YOR276W
YDR484W	YDR259C
YDR484W	YGR245C
YDR484W	YJL029C
YDR488C	YEL003W
YDR488C	YEL061C
YDR488C	YER016W
YDR488C	YER114C
YDR488C	YGL216W
YDR488C	YGL217C
YDR488C	YGR078C
YDR488C	YIL135C
YDR488C	YLR200W
YDR488C	YLR210W
YDR488C	YML094W
YDR488C	YNL153C
YDR488C	YNL271C
YDR488C	YOR349W
YDR488C	YPL174C
YDR488C	YPL269W
YDR489W	YFR043C
YDR490C	YGR086C
YDR490C	YHR207C
YDR490C	YIR044C
YDR490C	YLR466W
YDR490C	YOL100W
YDR490C	YPL004C
YDR492W	YJR067C
YDR498C	YGL145W
YDR498C	YLR268W
YDR498C	YOR075W
YDR499W	YER070W
YDR499W	YML058W
YDR503C	YKL130C
YDR506C	YBR230C
YDR507C	YDR201W
YDR507C	YHR107C
YDR507C	YJR076C
YDR507C	YKR048C
YDR507C	YLR314C
YDR507C	YOL069W
YDR508C	YOR123C
YDR508C	YPR025C
YDR510W	YJL092W
YDR513W	YDL100C
YDR514C	YNL173C
YDR524C	YOR066W
YDR529C	YGL061C
YDR532C	YHR079C
YDR534C	YPR191W
YDR536W	YIL135C
YDR541C	YLR025W
YEL002C	YGL022W
YEL002C	YMR149W
YEL002C	YPL227C
YEL003W	YAL011W
YEL003W	YBL007C
YEL003W	YBL024W
YEL003W	YBL051C
YEL003W	YBR103W
YEL003W	YBR107C
YEL003W	YBR171W
YEL003W	YBR231C
YEL003W	YCL016C
YEL003W	YCR044C
YEL003W	YCR082W
YEL003W	YCR086W
YEL003W	YDL069C
YEL003W	YDL155W
YEL003W	YDR149C
YEL003W	YDR155C
YEL003W	YDR254W
YEL003W	YDR276C
YEL003W	YDR289C
YEL003W	YDR318W
YEL003W	YDR334W
YEL003W	YDR485C
YEL003W	YEL061C
YEL003W	YER007W
YEL003W	YER016W
YEL003W	YER019W
YEL003W	YER149C
YEL003W	YER155C
YEL003W	YER177W
YEL003W	YFR019W
YEL003W	YGL086W
YEL003W	YGL087C
YEL003W	YGL253W
YEL003W	YGR078C
YEL003W	YGR188C
YEL003W	YGR270W
YEL003W	YHL002W
YEL003W	YHR012W
YEL003W	YHR111W
YEL003W	YHR129C
YEL003W	YHR191C
YEL003W	YIL034C
YEL003W	YIL084C
YEL003W	YIL095W
YEL003W	YIL142W
YEL003W	YJL013C
YEL003W	YJL014W
YEL003W	YJL020C
YEL003W	YJL030W
YEL003W	YJL183W
YEL003W	YJL190C
YEL003W	YJR032W
YEL003W	YJR053W
YEL003W	YJR075W
YEL003W	YJR117W
YEL003W	YJR129C
YEL003W	YJR135C
YEL003W	YKL025C
YEL003W	YKL048C
YEL003W	YKL118W
YEL003W	YKR054C
YEL003W	YLL001W
YEL003W	YLL006W
YEL003W	YLL007C
YEL003W	YLL049W
YEL003W	YLR085C
YEL003W	YLR089C
YEL003W	YLR200W
YEL003W	YLR212C
YEL003W	YLR292C
YEL003W	YLR337C
YEL003W	YLR381W
YEL003W	YLR386W
YEL003W	YLR447C
YEL003W	YML032C
YEL003W	YML041C
YEL003W	YML094W
YEL003W	YML095C
YEL003W	YML124C
YEL003W	YML128C
YEL003W	YMR055C
YEL003W	YMR078C
YEL003W	YMR109W
YEL003W	YMR138W
YEL003W	YMR154C
YEL003W	YMR294W
YEL003W	YMR299C
YEL003W	YMR312W
YEL003W	YNL140C
YEL003W	YNL153C
YEL003W	YNL294C
YEL003W	YNL298W
YEL003W	YOL012C
YEL003W	YOL116W
YEL003W	YOR023C
YEL003W	YOR026W
YEL003W	YOR058C
YEL003W	YOR127W
YEL003W	YOR216C
YEL003W	YOR264W
YEL003W	YOR265W
YEL003W	YOR266W
YEL003W	YOR269W
YEL003W	YOR349W
YEL003W	YOR358W
YEL003W	YPL008W
YEL003W	YPL017C
YEL003W	YPL018W
YEL003W	YPL155C
YEL003W	YPL161C
YEL003W	YPL174C
YEL003W	YPL224C
YEL003W	YPL241C
YEL003W	YPL253C
YEL003W	YPL269W
YEL003W	YPR023C
YEL003W	YPR046W
YEL003W	YPR050C
YEL003W	YPR070W
YEL003W	YPR135W
YEL003W	YPR141C
YEL005C	YDR469W
YEL005C	YEL013W
YEL005C	YGL079W
YEL005C	YGR107W
YEL005C	YJL061W
YEL005C	YNL086W
YEL009C	YHR145C
YEL009C	YPL038W
YEL012W	YMR022W
YEL013W	YFL039C
YEL013W	YHR195W
YEL013W	YKL061W
YEL013W	YLR254C
YEL013W	YPR185W
YEL015W	YBL061C
YEL015W	YBL066C
YEL015W	YER032W
YEL015W	YER105C
YEL015W	YER124C
YEL015W	YGL173C
YEL015W	YGR116W
YEL015W	YIL046W
YEL015W	YJR022W
YEL015W	YJR140C
YEL015W	YLR082C
YEL015W	YLR264W
YEL015W	YML064C
YEL015W	YNL118C
YEL015W	YOL149W
YEL016C	YJL157C
YEL016C	YOL150C
YEL017W	YIR038C
YEL018W	YOR128C
YEL020C	YIL118W
YEL020W-A	YHR005C-A
YEL022W	YJR031C
YEL023C	YML109W
YEL024W	YER107C
YEL032W	YLR103C
YEL032W	YLR274W
YEL036C	YHR080C
YEL036C	YJR075W
YEL036C	YML077W
YEL036C	YOL038W
YEL036C	YPL050C
YEL037C	YER012W
YEL037C	YER162C
YEL037C	YGL048C
YEL037C	YKL145W
YEL037C	YLR441C
YEL037C	YMR276W
YEL037C	YOR157C
YEL041W	YHR115C
YEL041W	YJR049C
YEL041W	YKL009W
YEL041W	YOR315W
YEL042W	YEL017W
YEL042W	YER073W
YEL042W	YJL152W
YEL042W	YLR250W
YEL042W	YPR193C
YEL043W	YDL074C
YEL043W	YDR201W
YEL043W	YOL069W
YEL043W	YOR164C
YEL047C	YBR249C
YEL048C	YGR040W
YEL048C	YHR030C
YEL048C	YIL136W
YEL048C	YNL227C
YEL053C	YPR051W
YEL054C	YDR084C
YEL056W	YPL001W
YEL059C-A	YMR150C
YEL060C	YML031C-A
YEL061C	YAL047C
YEL061C	YBL063W
YEL061C	YBR107C
YEL061C	YBR122C
YEL061C	YCL016C
YEL061C	YCR086W
YEL061C	YDR149C
YEL061C	YDR254W
YEL061C	YDR318W
YEL061C	YDR435C
YEL061C	YER007W
YEL061C	YER016W
YEL061C	YER133W
YEL061C	YER155C
YEL061C	YER177W
YEL061C	YGL086W
YEL061C	YGL116W
YEL061C	YGL168W
YEL061C	YGR078C
YEL061C	YGR188C
YEL061C	YGR229C
YEL061C	YHR129C
YEL061C	YJL013C
YEL061C	YJL030W
YEL061C	YJR053W
YEL061C	YJR135C
YEL061C	YKL048C
YEL061C	YKR054C
YEL061C	YLL049W
YEL061C	YLR200W
YEL061C	YLR210W
YEL061C	YLR381W
YEL061C	YLR454W
YEL061C	YML094W
YEL061C	YML124C
YEL061C	YMR048W
YEL061C	YMR055C
YEL061C	YMR078C
YEL061C	YMR124W
YEL061C	YMR138W
YEL061C	YMR294W
YEL061C	YMR299C
YEL061C	YNL153C
YEL061C	YNL273W
YEL061C	YNL298W
YEL061C	YOL069W
YEL061C	YOL076W
YEL061C	YOR014W
YEL061C	YOR026W
YEL061C	YOR195W
YEL061C	YOR265W
YEL061C	YOR269W
YEL061C	YOR349W
YEL061C	YPL008W
YEL061C	YPL018W
YEL061C	YPL152W
YEL061C	YPL155C
YEL061C	YPL174C
YEL061C	YPL209C
YEL061C	YPL241C
YEL061C	YPR046W
YEL061C	YPR119W
YEL061C	YPR135W
YEL061C	YPR141C
YEL062W	YOR138C
YEL062W	YPL255W
YEL063C	YGR057C
YEL063C	YPL139C
YEL064C	YIR034C
YEL064C	YNR058W
YEL064C	YOR242C
YEL066W	YHR041C
YEL066W	YPL112C
YEL068C	YLR225C
YEL069C	YPR110C
YEL070W	YNR058W
YEL077C	YDR254W
YEL077C	YFR053C
YER006W	YCL054W
YER006W	YCR072C
YER006W	YDL031W
YER006W	YDR101C
YER006W	YGR103W
YER006W	YGR245C
YER006W	YHR052W
YER006W	YHR197W
YER006W	YKL009W
YER006W	YLR002C
YER006W	YLR106C
YER006W	YMR049C
YER006W	YMR290C
YER006W	YNL002C
YER006W	YNL061W
YER006W	YOR206W
YER006W	YPL093W
YER006W	YPL146C
YER006W	YPL211W
YER007W	YGL086W
YER007W	YGR078C
YER007W	YGR188C
YER007W	YJL030W
YER007W	YJL120W
YER007W	YLR200W
YER007W	YML085C
YER007W	YML094W
YER007W	YML124C
YER007W	YMR078C
YER007W	YNL153C
YER007W	YOL082W
YER007W	YOR265W
YER008C	YFL005W
YER008C	YLR166C
YER008C	YOR122C
YER009W	YDL202W
YER009W	YER004W
YER011W	YDR084C
YER012W	YFR050C
YER013W	YLR116W
YER016W	YBR095C
YER016W	YBR107C
YER016W	YBR200W
YER016W	YBR231C
YER016W	YCL061C
YER016W	YDL117W
YER016W	YDL225W
YER016W	YDR014W
YER016W	YDR149C
YER016W	YDR159W
YER016W	YDR254W
YER016W	YDR289C
YER016W	YDR315C
YER016W	YDR318W
YER016W	YDR335W
YER016W	YDR359C
YER016W	YDR360W
YER016W	YDR383C
YER016W	YFR019W
YER016W	YGL061C
YER016W	YGL086W
YER016W	YGL163C
YER016W	YGL173C
YER016W	YGL211W
YER016W	YGL216W
YER016W	YGL217C
YER016W	YGR078C
YER016W	YGR188C
YER016W	YGR200C
YER016W	YGR228W
YER016W	YGR229C
YER016W	YGR270W
YER016W	YHR111W
YER016W	YHR129C
YER016W	YHR191C
YER016W	YJL013C
YER016W	YJL030W
YER016W	YJL124C
YER016W	YJR053W
YER016W	YJR135C
YER016W	YKL048C
YER016W	YKL110C
YER016W	YKR054C
YER016W	YLL049W
YER016W	YLR085C
YER016W	YLR190W
YER016W	YLR200W
YER016W	YLR262C
YER016W	YLR315W
YER016W	YLR373C
YER016W	YLR381W
YER016W	YLR384C
YER016W	YLR386W
YER016W	YML016C
YER016W	YML032C
YER016W	YML085C
YER016W	YML094C-A
YER016W	YML094W
YER016W	YML124C
YER016W	YMR048W
YER016W	YMR055C
YER016W	YMR078C
YER016W	YMR224C
YER016W	YMR263W
YER016W	YMR294W
YER016W	YMR299C
YER016W	YMR312W
YER016W	YNL097C
YER016W	YNL106C
YER016W	YNL136W
YER016W	YNL153C
YER016W	YNL170W
YER016W	YNL201C
YER016W	YNL215W
YER016W	YNL273W
YER016W	YNL298W
YER016W	YNL307C
YER016W	YNR051C
YER016W	YOL012C
YER016W	YOR026W
YER016W	YOR058C
YER016W	YOR195W
YER016W	YOR269W
YER016W	YOR349W
YER016W	YPL008W
YER016W	YPL017C
YER016W	YPL018W
YER016W	YPL086C
YER016W	YPL101W
YER016W	YPL102C
YER016W	YPL155C
YER016W	YPL174C
YER016W	YPR046W
YER016W	YPR135W
YER016W	YPR164W
YER017C	YBR034C
YER017C	YMR089C
YER018C	YGR140W
YER018C	YIL144W
YER018C	YKR054C
YER018C	YMR117C
YER018C	YOL069W
YER019W	YER104W
YER019W	YPR065W
YER020W	YAL056W
YER020W	YNL098C
YER020W	YOR371C
YER022W	YBL065W
YER022W	YBR003W
YER022W	YBR047W
YER022W	YBR234C
YER022W	YCR082W
YER022W	YDL202W
YER022W	YDR069C
YER022W	YDR225W
YER022W	YDR259C
YER022W	YDR532C
YER022W	YEL012W
YER022W	YER019W
YER022W	YFR037C
YER022W	YFR038W
YER022W	YGL025C
YER022W	YGL027C
YER022W	YGL129C
YER022W	YGL261C
YER022W	YGR090W
YER022W	YGR218W
YER022W	YGR243W
YER022W	YHL005C
YER022W	YHL044W
YER022W	YHL045W
YER022W	YHR058C
YER022W	YHR116W
YER022W	YHR152W
YER022W	YHR200W
YER022W	YIL022W
YER022W	YIL078W
YER022W	YIL141W
YER022W	YIR038C
YER022W	YJL142C
YER022W	YJR094C
YER022W	YJR126C
YER022W	YJR148W
YER022W	YKL051W
YER022W	YKL063C
YER022W	YKL141W
YER022W	YKL143W
YER022W	YKR093W
YER022W	YLL020C
YER022W	YLL065W
YER022W	YLR175W
YER022W	YLR288C
YER022W	YLR331C
YER022W	YML007W
YER022W	YML022W
YER022W	YML055W
YER022W	YML082W
YER022W	YMR039C
YER022W	YMR042W
YER022W	YMR043W
YER022W	YMR058W
YER022W	YMR087W
YER022W	YMR112C
YER022W	YMR114C
YER022W	YMR118C
YER022W	YMR139W
YER022W	YMR181C
YER022W	YMR244W
YER022W	YMR293C
YER022W	YNL006W
YER022W	YNL073W
YER022W	YNL084C
YER022W	YNL159C
YER022W	YNL210W
YER022W	YNL211C
YER022W	YNL235C
YER022W	YNL281W
YER022W	YNL282W
YER022W	YNL288W
YER022W	YNL301C
YER022W	YNR001C
YER022W	YNR012W
YER022W	YNR052C
YER022W	YNR071C
YER022W	YOL022C
YER022W	YOL042W
YER022W	YOL106W
YER022W	YOL135C
YER022W	YOR028C
YER022W	YOR039W
YER022W	YOR072W
YER022W	YOR136W
YER022W	YOR143C
YER022W	YOR174W
YER022W	YOR187W
YER022W	YOR197W
YER022W	YOR303W
YER022W	YOR334W
YER022W	YOR336W
YER022W	YOR388C
YER022W	YPL011C
YER022W	YPL053C
YER022W	YPL098C
YER025W	YOL142W
YER026C	YMR153W
YER027C	YGL115W
YER029C	YLR147C
YER029C	YLR220W
YER029C	YNL187W
YER029C	YNR053C
YER031C	YGL210W
YER031C	YGR172C
YER031C	YKR030W
YER031C	YNL146W
YER031C	YOR036W
YER031C	YPL192C
YER031C	YPR017C
YER032W	YHR152W
YER032W	YJR110W
YER032W	YKR002W
YER032W	YLR456W
YER032W	YMR117C
YER036C	YGR206W
YER038C	YML023C
YER039C	YMR119W
YER040W	YDR477W
YER044C	YLR100W
YER045C	YMR308C
YER047C	YER095W
YER047C	YER161C
YER048C	YDR342C
YER048C	YPL205C
YER048C	YPR020W
YER049W	YDR503C
YER051W	YER081W
YER051W	YLR121C
YER051W	YMR310C
YER052C	YER037W
YER052C	YIR014W
YER052C	YIR018W
YER052C	YKR079C
YER052C	YMR263W
YER052C	YNL135C
YER053C	YLR326W
YER056C-A	YDR395W
YER059W	YBR141C
YER059W	YDL224C
YER059W	YER156C
YER059W	YJL084C
YER059W	YLR190W
YER059W	YOR392W
YER059W	YPL031C
YER061C	YPL073C
YER062C	YPL201C
YER063W	YDL084W
YER063W	YMR048W
YER064C	YNL157W
YER064C	YPL212C
YER064C	YPR125W
YER065C	YGL062W
YER065C	YNL189W
YER066W	YMR154C
YER067W	YPL180W
YER068W	YIL038C
YER068W	YPR072W
YER069W	YLR214W
YER070W	YML058W
YER071C	YBR154C
YER071C	YCL007C
YER071C	YDR366C
YER071C	YLR200W
YER071C	YMR048W
YER071C	YPL032C
YER073W	YPL257W
YER077C	YFR015C
YER077C	YIL110W
YER078C	YGR091W
YER079W	YHR135C
YER079W	YNL154C
YER081W	YAL011W
YER081W	YAL060W
YER081W	YAR003W
YER081W	YBR018C
YER081W	YBR020W
YER081W	YBR042C
YER081W	YBR065C
YER081W	YBR074W
YER081W	YBR107C
YER081W	YBR128C
YER081W	YBR143C
YER081W	YBR155W
YER081W	YBR168W
YER081W	YBR170C
YER081W	YBR221C
YER081W	YBR240C
YER081W	YBR241C
YER081W	YBR243C
YER081W	YBR249C
YER081W	YBR274W
YER081W	YCL038C
YER081W	YCR072C
YER081W	YDL105W
YER081W	YDL160C
YER081W	YDL168W
YER081W	YDR005C
YER081W	YDR012W
YER081W	YDR105C
YER081W	YDR142C
YER081W	YDR155C
YER081W	YDR192C
YER081W	YDR194C
YER081W	YDR266C
YER081W	YDR306C
YER081W	YDR307W
YER081W	YDR331W
YER081W	YDR343C
YER081W	YDR394W
YER081W	YDR479C
YER081W	YDR483W
YER081W	YDR512C
YER081W	YDR524C
YER081W	YDR528W
YER081W	YDR531W
YER081W	YER078C
YER081W	YER145C
YER081W	YFL016C
YER081W	YFL037W
YER081W	YFR017C
YER081W	YFR053C
YER081W	YFR055W
YER081W	YGL039W
YER081W	YGL096W
YER081W	YGL110C
YER081W	YGL135W
YER081W	YGL181W
YER081W	YGR020C
YER081W	YGR084C
YER081W	YGR180C
YER081W	YGR210C
YER081W	YGR293C
YER081W	YIL044C
YER081W	YIL074C
YER081W	YJR108W
YER081W	YKR073C
YER081W	YLR151C
YER081W	YNL054W-B
YER081W	YNR042W
YER081W	YOR150W
YER081W	YOR167C
YER081W	YOR189W
YER081W	YOR222W
YER081W	YOR246C
YER081W	YOR258W
YER081W	YOR263C
YER081W	YOR300W
YER081W	YOR318C
YER081W	YOR362C
YER081W	YOR387C
YER081W	YOR388C
YER081W	YOR392W
YER081W	YPL205C
YER081W	YPL213W
YER081W	YPL229W
YER081W	YPL233W
YER081W	YPL234C
YER081W	YPR016C
YER081W	YPR038W
YER081W	YPR046W
YER081W	YPR059C
YER081W	YPR126C
YER081W	YPR134W
YER081W	YPR136C
YER081W	YPR149W
YER082C	YJL135W
YER082C	YPL212C
YER083C	YER126C
YER083C	YPR175W
YER087W	YDL036C
YER093C	YJL058C
YER093C	YLR210W
YER094C	YOR157C
YER095W	YGL163C
YER095W	YKL113C
YER095W	YLR127C
YER095W	YML032C
YER095W	YMR233W
YER095W	YPL238C
YER095W	YPR011C
YER096W	YPR165W
YER099C	YGR135W
YER099C	YKL181W
YER099C	YOL061W
YER099C	YOL069W
YER100W	YJR077C
YER100W	YMR022W
YER100W	YPL229W
YER102W	YBR135W
YER102W	YDR459C
YER102W	YFL017C
YER103W	YDR068W
YER103W	YGL065C
YER103W	YLR310C
YER105C	YIL061C
YER105C	YJL030W
YER105C	YJL061W
YER105C	YML103C
YER105C	YMR153W
YER105C	YOR098C
YER106W	YCR086W
YER107C	YGL092W
YER107C	YGL143C
YER107C	YHL008C
YER107C	YKL068W
YER107C	YMR047C
YER107C	YNL189W
YER110C	YLR293C
YER110C	YML007W
YER110C	YMR308C
YER111C	YLR182W
YER111C	YPR119W
YER112W	YBR289W
YER112W	YDL043C
YER112W	YDL145C
YER112W	YDR082W
YER112W	YDR289C
YER112W	YDR386W
YER112W	YDR452W
YER112W	YDR485C
YER112W	YER124C
YER112W	YER146W
YER112W	YGL173C
YER112W	YIL029C
YER112W	YJL110C
YER112W	YJL124C
YER112W	YJL155C
YER112W	YJR022W
YER112W	YJR138W
YER112W	YKL209C
YER112W	YLL032C
YER112W	YLR269C
YER112W	YLR275W
YER112W	YLR386W
YER112W	YLR438C-A
YER112W	YNL091W
YER112W	YNL118C
YER112W	YNL147W
YER112W	YNL199C
YER112W	YOL004W
YER112W	YOL149W
YER112W	YOR039W
YER112W	YOR195W
YER112W	YOR219C
YER114C	YER124C
YER114C	YHL007C
YER114C	YIL118W
YER114C	YKR055W
YER114C	YLR229C
YER114C	YML109W
YER114C	YNL298W
YER114C	YOR188W
YER114C	YOR370C
YER115C	YML109W
YER118C	YBL105C
YER118C	YDL155W
YER118C	YDL204W
YER118C	YDR159W
YER118C	YDR216W
YER118C	YER040W
YER118C	YER082C
YER118C	YER114C
YER118C	YGL173C
YER118C	YGR178C
YER118C	YJL128C
YER118C	YLR096W
YER118C	YLR314C
YER118C	YLR362W
YER118C	YMR032W
YER118C	YMR109W
YER118C	YNL139C
YER118C	YOR181W
YER118C	YPR171W
YER119C	YKL055C
YER122C	YER176W
YER123W	YLR362W
YER124C	YHR003C
YER124C	YLR362W
YER124C	YML109W
YER125W	YIR006C
YER125W	YLR337C
YER125W	YMR275C
YER125W	YOR340C
YER126C	YHR204W
YER127W	YKR002W
YER127W	YLR423C
YER128W	YPR173C
YER129W	YIL144W
YER129W	YLR420W
YER133W	YBR099C
YER133W	YHR100C
YER133W	YIR006C
YER133W	YJL042W
YER133W	YLR263W
YER133W	YNL233W
YER133W	YOR178C
YER133W	YOR315W
YER133W	YOR329C
YER133W	YPL209C
YER136W	YFL005W
YER136W	YIR009W
YER136W	YPR180W
YER140W	YDL054C
YER140W	YDL160C
YER140W	YKL056C
YER143W	YJR141W
YER143W	YMR055C
YER143W	YNR071C
YER144C	YDL044C
YER144C	YMR032W
YER144C	YOR034C
YER145C	YDR307W
YER145C	YIL056W
YER145C	YJL001W
YER146W	YCR024C
YER146W	YDL112W
YER146W	YDR110W
YER146W	YER025W
YER146W	YER131W
YER146W	YFL066C
YER146W	YGL173C
YER146W	YGR210C
YER146W	YHL008C
YER146W	YIL038C
YER146W	YIL048W
YER146W	YJL084C
YER146W	YJL124C
YER146W	YJR022W
YER146W	YJR138W
YER146W	YKL209C
YER146W	YKR026C
YER146W	YLR058C
YER146W	YLR275W
YER146W	YLR438C-A
YER146W	YMR268C
YER146W	YNL147W
YER146W	YOL149W
YER146W	YOR201C
YER146W	YOR320C
YER146W	YPL090C
YER146W	YPL152W
YER146W	YPR010C
YER146W	YPR184W
YER148W	YGL241W
YER148W	YGR246C
YER148W	YGR274C
YER148W	YIR005W
YER148W	YKL058W
YER148W	YOL148C
YER148W	YOR194C
YER148W	YPR086W
YER149C	YDL233W
YER149C	YIL040W
YER149C	YKL034W
YER149C	YLL021W
YER149C	YMR124W
YER149C	YOR315W
YER152C	YJL107C
YER153C	YGR222W
YER153C	YJL170C
YER154W	YNR003C
YER154W	YOR121C
YER155C	YFL037W
YER155C	YFL039C
YER155C	YFR040W
YER155C	YHR023W
YER155C	YJL098W
YER155C	YKR028W
YER155C	YNL079C
YER155C	YOL076W
YER155C	YOR188W
YER155C	YOR326W
